"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"DCA12WA160","INC","85707","2012-08-11T12:36:00Z","Gaborone",,"Botswana",,"A2-ABF","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85707"
"DCA12CA122","ACC","84625","2012-08-10T16:15:00Z","Dulles","Virginia","United States",,"D-AIKE, N341NG","false","Aviation","DirectorBrief","2016-04-08T04:00:00Z","None","0","0","0","the A330 flight crew's failure to maintain a safe clearance to the DHC-8 that was stopped in front of the gate.","Personnel issues - Psychological - Perception/orientation/illusion - Perception - Flight crew, Personnel issues - Action/decision - Action - Incorrect action performance - Flight crew","https://data.ntsb.gov/Docket?ProjectID=84625"
"ANC12FA084","ACC","84608","2012-08-07T17:45:00Z","Delta Junction","Alaska","United States",,"N737TV","false","Aviation","DirectorBrief","2013-08-13T04:00:00Z","Fatal","1","0","0","The pilot’s failure to clear the left landing gear skid, which resulted in the entanglement of the left landing gear skid with a log, and his subsequent application of collective pitch, which resulted in a dynamic rollover.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Capability exceeded","https://data.ntsb.gov/Docket?ProjectID=84608"
"ENG12WA030","INC","84671","2012-08-07T17:30:00Z","North Sea, United Kingdom",,"United Kingdom",,"G-LSAN","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84671"
"ERA12LA498","ACC","84594","2012-08-05T10:12:00Z","Hilton Head","South Carolina","United States",,"N134HQ","false","Aviation","DirectorBrief","2013-05-09T04:00:00Z","Serious","0","1","0","The passenger’s failure to adhere to flight and cabin crewmembers’ instructions to remain seated in anticipation of adverse weather and turbulence along the airplane’s flight path.","Personnel issues - Action/decision - Action - Incorrect action performance - Passenger, Environmental issues - Conditions/weather/phenomena - Turbulence - (general) - Decision related to condition","https://data.ntsb.gov/Docket?ProjectID=84594"
"CEN12IA518","INC","84575","2012-08-05T04:31:00Z","San Antonio","Texas","United States",,"N429PH","false","Aviation","DirectorBrief","2014-08-07T04:00:00Z","None","0","0","0","The pilot’s failure to maintain clearance from a tower guy wire during the approach to a helipad at night.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=84575"
"ENG12WA036","INC","85484","2012-08-03T10:00:00Z","Rome",,"Italy",,"EI-IMS","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85484"
"CEN12CA511","ACC","84559","2012-08-02T08:45:00Z","Colorado Springs","Colorado","United States",,"N5316Q","false","Aviation","DirectorBrief","2012-10-09T04:00:00Z","Serious","0","1","0","The pilot's encounter with an unexpected shift of wind direction and velocity, which resulted in a hard landing and passenger injury.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Attain/maintain not possible, Environmental issues - Conditions/weather/phenomena - Wind - Sudden wind shift - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=84559"
"OPS12IA849","INC","84558","2012-07-31T15:05:00Z","Arlington","Virginia","United States",,,"false","Aviation","DirectorBrief","2012-11-05T05:00:00Z","None","0","0","0","A hearback/readback error on the part of the tower traffic management coordinator, who did not understand the request being made by the approach control area supervisor and then communicated that misunderstanding to the local controllers. Contributing to the incident was the lack of standard coordination procedures between the tower and approach control for temporary runway changes and the accepted practice of operations supervisors being distracted by non-operational duties while responsible for tower operations and interfacility coordination.","Personnel issues - Task performance - Communication (personnel) - Accuracy of communication - ATC personnel, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - ATC, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - ATC, Organizational issues - Management - Culture - Pressures/demands - ATC","https://data.ntsb.gov/Docket?ProjectID=84558"
"CEN12IA502","INC","84541","2012-07-31T10:09:00Z","Denver","Colorado","United States",,"N37420","false","Aviation","DirectorBrief","2014-03-24T04:00:00Z","None","0","0","0","An in-flight collision with a bird during descent to land, which resulted in damage to the left pitot tube and loss of airspeed information to the left and right primary flight displays (PFD). The reason for the total loss of indications on the left PFD could not be determined based on available evidence.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=84541"
"DCA12WA117","INC","84501","2012-07-28T14:55:00Z","Linz",,"Austria",,"D-ABOK","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84501"
"WPR12FA332","ACC","84504","2012-07-28T09:32:00Z","Henderson","Nevada","United States",,"N146SL","false","Aviation","DirectorBrief","2014-04-10T04:00:00Z","None","0","0","0","The failure of maintenance personnel to properly torque the elevator attachment hardware in accordance with the maintenance manual, which led to the detachment of the elevator. Contributing to the accident were maintenance personnel's failure to identify the loose attachment hardware during a scheduled inspection, the flight crew's decision to continue the flight after identifying a flight control problem, and the flight crew's failure to perform an adequate preflight inspection at the intermediate airport.","Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel, Aircraft - Aircraft systems - Flight control system - Elevator control system - Incorrect service/maintenance, Personnel issues - Task performance - Inspection - Preflight inspection - Flight crew, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Flight crew, Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Maintenance personnel","https://data.ntsb.gov/Docket?ProjectID=84504"
"DCA12WA135","ACC","84908","2012-07-28T04:00:00Z","Jiquipilco",,"Mexico",,"XA-UQH","false","Aviation","None",,"Fatal","3","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84908"
"DCA12IA113","INC","84479","2012-07-27T15:14:00Z","El Paso","Texas","United States",,"N379SW","false","Aviation","DirectorBrief","2019-08-20T04:00:00Z","None","0","0","0","the rupture of the nose landing gear hydraulic line that resulted from abrasions due to contact with the nose landing gear tire. Contributing to the incident was the incorrect installation of union and restrictor on the actuator.","Aircraft - Aircraft handling/service - Maintenance/inspections - Scheduled maint checks - Incorrect service/maintenance, Aircraft - Fluids/misc hardware - Misc hardware - Hoses and tubes - Incorrect use/operation, Aircraft - Fluids/misc hardware - Misc hardware - Hoses and tubes - Incorrect use/operation","https://data.ntsb.gov/Docket?ProjectID=84479"
"ERA12FA483","ACC","84469","2012-07-26T20:10:00Z","Plainville","Connecticut","United States",,"N64182","false","Aviation","DirectorBrief","2013-04-25T04:00:00Z","Fatal","1","0","0","The pilot's failure to maintain the proper glidepath during final approach in visual meteorological conditions, resulting in collision with a berm.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot","https://data.ntsb.gov/Docket?ProjectID=84469"
"ANC12CA077","ACC","84392","2012-07-20T14:45:00Z","Circle","Alaska","United States",,"N363AL","false","Aviation","DirectorBrief","2012-10-09T04:00:00Z","None","0","0","0","The pilot's selection of unsuitable terrain for landing.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=84392"
"CEN12LA457","ACC","84369","2012-07-18T23:00:00Z","Peoria","Illinois","United States",,"N502AE","false","Aviation","DirectorBrief","2013-04-10T04:00:00Z","Serious","0","1","0","The emergency ground egress during which a passenger broke her ankle. Contributing to the accident was the failure of the environmental system, which allowed smoke from a nearby house fire to enter the airplane.","Aircraft - Aircraft systems - Air conditioning system - Cooling sys (air/vapor cycle) - Failure, Environmental issues - Task environment - Physical workspace - Air quality/dust/smoke - Decision related to condition, Personnel issues - Action/decision - Action - Incorrect action performance - Passenger","https://data.ntsb.gov/Docket?ProjectID=84369"
"DCA12WA121","ACC","84605","2012-07-18T04:00:00Z","La Serena",,"Chile",,"CC-CRQ","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84605"
"WPR12WA334","ACC","84507","2012-07-11T21:20:00Z","Broome, Australia",,"Australia",,"VH-LCK","false","Aviation","None","2020-11-03T05:00:00Z","Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84507"
"ENG12WA027","INC","84244","2012-07-09T23:08:00Z","London England",,"United Kingdom",,"4X-ELD","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84244"
"ANC12CA070","ACC","84254","2012-07-07T20:06:00Z","Cantwell","Alaska","United States",,"N906JS","false","Aviation","DirectorBrief","2012-11-26T05:00:00Z","None","0","0","0","The right seat passenger’s inadvertent contact with the emergency fuel shutoff valve, which resulted in fuel starvation and a total loss of engine power. Contributing to the accident was the pilot's failure to provide a thorough preflight briefing to the passenger seated in the cockpit.","Personnel issues - Action/decision - Action - (general) - Passenger, Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Unintentional use/operation, Personnel issues - Task performance - Communication (personnel) - (general) - Pilot","https://data.ntsb.gov/Docket?ProjectID=84254"
"DCA12WA104","ACC","84208","2012-07-05T12:00:00Z","Frankfurt",,"Germany",,"D-ASXE","false","Aviation","None",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=84208"
"DCA12WA109","ACC","84305","2012-07-05T06:22:00Z","Tokyo",,"Japan",,"N224UA","false","Aviation","None",,"Serious","0","1","3",,,"https://data.ntsb.gov/Docket?ProjectID=84305"
"DCA12WA102","INC","84192","2012-07-03T04:08:00Z","Sao Paulo",,"Brazil",,"N342AN","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84192"
"ANC12CA060","ACC","84174","2012-07-02T16:15:00Z","Ketchikan","Alaska","United States",,"N1018A","false","Aviation","DirectorBrief","2012-10-09T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during a step turn on floats.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=84174"
"DCA12WA107","INC","84256","2012-07-02T13:07:00Z","Urumqi",,"China",,"A6-EGQ","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84256"
"CEN12WA449","ACC","84349","2012-06-29T13:00:00Z","Gulf of Mexico",,"Mexico",,"XA-ICL","false","Aviation","None","2020-11-03T05:00:00Z","Minor","0","0","3",,,"https://data.ntsb.gov/Docket?ProjectID=84349"
"ANC12LA058","ACC","84107","2012-06-25T10:40:00Z","Gustavus","Alaska","United States",,"N8908N","false","Aviation","DirectorBrief","2014-04-10T04:00:00Z","None","0","0","0","The fatigue failure of the engine crankshaft for reasons that could not be determined during postaccident metallurgical examination.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip engine power section - Failure, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=84107"
"DCA12WA099","INC","84052","2012-06-20T21:00:00Z","Taoyuan",,"Taiwan",,"HL-7564","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84052"
"DCA12WA097","ACC","84049","2012-06-20T05:23:00Z","Tokyo",,"Japan",,"JA610A","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84049"
"ENG12WA029","INC","84670","2012-06-20T04:00:00Z","Auckland, New Zealand",,"New Zealand",,"ZK-OJQ","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84670"
"DCA12WA098","INC","84051","2012-06-18T12:32:00Z","Jeddah",,"Saudi Arabia",,"EP-MND","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84051"
"DCA12IA096","INC","84047","2012-06-17T17:08:00Z","Las Vegas","Nevada","United States",,"N552JB","false","Aviation","DirectorBrief","2015-03-25T04:00:00Z","None","0","0","0","the failure of the right main landing gear door retraction flexible hydraulic line in the Green hydraulic system, which led to prolonged operation of the power transfer unit and subsequent overheating and loss of pressure in the Yellow hydraulic system, resulting in the airplane's operation with only one hydraulic system. Contributing to the incident was the lack of incorporation of aircraft manufacturer service bulletins that describe procedures for aircraft modifications intended to prevent this occurrence.","Aircraft - Aircraft systems - Hydraulic power system - Hydraulic, main system - Damaged/degraded, Aircraft - Aircraft systems - Hydraulic power system - Hydraulic, main system - Capability exceeded, Aircraft - Aircraft systems - Hydraulic power system - Hydraulic, main system - Inoperative, Aircraft - Aircraft handling/service - Maintenance/inspections - Unscheduled maint checks - Not installed/available","https://data.ntsb.gov/Docket?ProjectID=84047"
